KIT ID Number,Borough,Zipcode,Date Collected,Received Date,First Draw at-the-tap Lead level (µg/l),First Draw at-the-tap copper level (mg/l)
16129315,JAMAICA,11432,6/14/16,6/15/16,3,0.037
16129703,BROOKLYN,11219,6/14/16,6/20/16,4,0.199
16129309,FLUSHING,11358,6/14/16,6/17/16,8,0.129
16129810,BROOKLYN,11218,6/14/16,6/15/16,9,0.067
16129391,STATEN ISLAND,10304,6/14/16,6/15/16,0,0.073
16129599,FRESH MEADOWS,11365,6/14/16,6/16/16,2,0.152
16129775,STATEN ISLAND,10309,6/14/16,6/16/16,0,0.067
16129369,STATEN ISLAND,10314,6/14/16,6/16/16,0,0.138
16129422,STATEN ISLAND,10310,6/14/16,6/16/16,2,0.205
16129818,BRONX,10462,6/15/16,6/23/16,3,0.109
16129394,STATEN ISLAND,10309,6/15/16,6/17/16,0,0.137
16129711,STATEN ISLAND,10301,6/15/16,6/20/16,5,0.121
16129696,BROOKLYN,11232,6/15/16,6/23/16,2,0.051
16129297,FOREST HILLS,11375,6/15/16,6/24/16,0,0.102
16129763,FAR ROCKAWAY,11691,6/15/16,6/17/16,0,0.137
16129593,JAMAICA,11434,6/15/16,6/17/16,2,0.152
16129323,LITTLE NECK,11362,6/15/16,6/17/16,6,0.169
16129503,STATEN ISLAND,10306,6/15/16,6/17/16,16,0.133
16129548,STATEN ISLAND,10306,6/15/16,6/17/16,0,0.162
16129272,BRONX,10470,6/15/16,6/17/16,2,0.074
16129537,RIDGEWOOD,11385,6/16/16,6/20/16,7,0.019
16129816,Brooklyn,11209,6/16/16,6/17/16,0,0.044
16129346,STATEN ISLAND,10306,6/16/16,6/20/16,0,0.117
16129718,STATEN ISLAND,10312,6/16/16,6/17/16,0,0.142
16129499,LONG ISLAND CITY,11101,6/16/16,6/23/16,3,0.128
16129567,STATEN ISLAND,10309,6/16/16,6/20/16,2,0.024
16129789,STATEN ISLAND,10304,6/16/16,6/17/16,0,0.067
16129414,STATEN ISLAND,10305,6/16/16,6/20/16,0,0.111
16129436,FAR ROCKAWAY,11691,6/16/16,6/20/16,2,0.193
16129378,STATEN ISLAND,10314,6/16/16,6/17/16,2,0.13
16129589,STATEN ISLAND,10305,6/16/16,6/20/16,3,0.282
16129486,BROOKLYN,11225,6/16/16,6/20/16,11,0.048
16129758,STATEN ISLAND,10308,6/17/16,6/23/16,0,0.14
16129749,STATEN ISLAND,10306,6/17/16,6/22/16,17,0.2
16129468,BRONX,10463,6/17/16,6/20/16,13,0.068
16129451,RIDGEWOOD,11385,6/17/16,6/20/16,15,0.139
16129475,BROOKLYN,11208,6/17/16,6/20/16,2,0.13
16129492,QUEENS VILLAGE,11427,6/17/16,6/20/16,4,0.11
16129750,BROOKLYN,11234,6/17/16,6/27/16,0,0.03
16129655,BROOKLYN,11228,6/17/16,6/20/16,0,0.138
16129621,ASTORIA,11103,6/17/16,6/20/16,3,0.126
16129268,BROOKLYN,11213,6/17/16,6/20/16,0,0.059
16129429,BROOKLYN,11228,6/18/16,6/21/16,0,0.015
16129498,LONG ISLAND CITY,11101,6/18/16,6/21/16,15,0.124
16129453,WOODSIDE,11377,6/18/16,6/20/16,4,0.079
16129522,STATEN ISLAND,10309,6/18/16,6/20/16,0,0.147
16129713,BROOKLYN,11208,6/19/16,6/24/16,2,0.176
16129551,STATEN ISLAND,10306,6/19/16,6/24/16,0,0.177
16129450,FLUSHING,11358,6/19/16,6/24/16,4,0.124
16129365,STATEN ISLAND,10306,6/20/16,6/21/16,0,0.132
16129275,BROOKLYN,11234,6/20/16,6/21/16,0,0.163
16129326,STATEN ISLAND,10304,6/20/16,6/24/16,7,0.102
16129282,NEW YORK,10013,6/20/16,6/24/16,55,2.037
16129752,BROOKLYN,11224,6/20/16,6/23/16,4,0.163
16129771,STATEN ISLAND,10306,6/20/16,6/24/16,8,0.117
16129759,STATEN ISLAND,10314,6/20/16,6/22/16,4726,0.363
16129544,STATEN ISLAND,10309,6/20/16,6/23/16,2,0.138
16129314,FLUSHING,11354,6/21/16,6/23/16,1,0.16
16129341,BROOKLYN,11212,6/21/16,6/28/16,0,0.072
16129603,STATEN ISLAND,10314,6/21/16,6/22/16,2,0.154
16129313,FLUSHING,11358,6/21/16,6/24/16,66,0.115
16129333,BROOKLYN,11207,6/21/16,6/22/16,1,0.108
16129569,STATEN ISLAND,10309,6/21/16,6/23/16,0,0.077
16129587,STATEN ISLAND,10304,6/21/16,6/23/16,0,0.097
16129607,BELLEROSE,11426,6/21/16,6/27/16,4,0.079
16129792,STATEN ISLAND,10312,6/22/16,6/23/16,0,0.112
16129671,BROOKLYN,11211,6/22/16,6/27/16,4,0.099
16129725,STATEN ISLAND,10314,6/22/16,6/28/16,0,0.072
16129646,BROOKLYN,11226,6/23/16,6/27/16,2,0.148
16129284,BROOKLYN,11205,6/23/16,6/27/16,3,0.211
16129424,RICHMOND HILL,11418,6/23/16,6/28/16,0,0.117
16129600,BROOKLYN,11213,6/23/16,6/27/16,3,0.09
16129604,STATEN ISLAND,10309,6/23/16,6/24/16,9,0.099
16129440,FOREST HILLS,11375,6/24/16,6/30/16,11,0.065
16129427,BAYSIDE,11361,6/24/16,6/24/16,3,0.109
16129411,BROOKLYN,11223,6/24/16,6/27/16,4,0.049
16129478,FLUSHING,11354,6/24/16,6/27/16,5,0.131
16129516,STATEN ISLAND,10308,6/24/16,6/27/16,0,0.103
16129584,STATEN ISLAND,10309,6/25/16,6/27/16,0,0.107
16129805,BROOKLYN,11238,6/25/16,6/29/16,3,0.181
16129269,STATEN ISLAND,10301,6/26/16,6/29/16,8,0.159
16129575,STATEN ISLAND,10314,6/27/16,7/7/16,0,0.088
16129298,FOREST HILLS,11375,6/28/16,7/1/16,6,0.081
16129553,STATEN ISLAND,10309,6/28/16,7/1/16,2,0.129
16129335,RIDGEWOOD,11385,6/28/16,6/30/16,8,0.069
16129597,BROOKLYN,11206,6/28/16,7/1/16,6,0.225
16129614,FOREST HILLS,11375,6/28/16,7/1/16,8,0.119
16129616,BROOKLYN,11230,6/28/16,7/1/16,13,0.15
16129409,BROOKLYN,11212,6/28/16,7/1/16,0,0.099
16129735,FAR ROCKAWAY,11691,6/29/16,7/5/16,0,0.115
16129398,BROOKLYN,11218,6/29/16,7/5/16,13,0.099
16129320,BELLEROSE,11426,6/29/16,6/30/16,6,0.129
16129372,STATEN ISLAND,10314,6/30/16,7/5/16,40,0.114
16129601,FAR ROCKAWAY,11694,6/30/16,7/5/16,2,0.14
16129753,STATEN ISLAND,10314,6/30/16,7/5/16,0,0.129
16129443,RIDGEWOOD,11385,6/30/16,7/5/16,3,0.149
16129566,SPRINGFIELD GARDENS,11413,6/30/16,7/1/16,0,0.114
16129740,OAKLAND GARDENS,11364,6/30/16,7/5/16,0,0.219
16129684,BROOKLYN,11230,6/30/16,7/11/16,5,0.141
16129630,SUNNYSIDE,11104,6/30/16,7/6/16,5,0.082
16129462,STATEN ISLAND,10308,7/1/16,7/5/16,3,0.105
16129636,COLLEGE POINT,11356,7/1/16,7/6/16,1,0.049
16129622,SAINT ALBANS,11412,7/1/16,7/5/16,2,0.129
16129423,SAINT ALBANS,11412,7/1/16,7/5/16,3,0.089
16129626,FOREST HILLS,11375,7/1/16,7/6/16,6,0.122
16129386,STATEN ISLAND,10314,7/1/16,7/1/16,1,0.246
16129278,BROOKLYN,11201,7/1/16,7/5/16,1,0.027
16129648,BROOKLYN,11215,7/1/16,7/5/16,2,0.169
16129579,STATEN ISLAND,10314,7/1/16,7/5/16,0,0.089
16129736,MASPETH,11378,7/1/16,7/5/16,2,0.27
16129449,FOREST HILLS,11375,7/1/16,7/5/16,17,0.072
16129577,STATEN ISLAND,10306,7/1/16,7/7/16,150,0.135
16129517,STATEN ISLAND,10306,7/2/16,7/7/16,11,0.217
16129534,STATEN ISLAND,10305,7/2/16,7/7/16,0,0.115
16129535,STATEN ISLAND,10309,7/2/16,7/5/16,0,0.045
16129520,STATEN ISLAND,10309,7/2/16,7/5/16,0,0.072
16129455,STATEN ISLAND,10304,7/2/16,7/7/16,7,0.151
16129370,STATEN ISLAND,10312,7/3/16,7/14/16,0,0.103
16129638,BAYSIDE,11361,7/3/16,7/6/16,4,0.105
16129707,BROOKLYN,11217,7/4/16,7/7/16,8,0.168
16129456,BROOKLYN,11229,7/4/16,7/7/16,10,0.1
16129377,STATEN ISLAND,10304,7/5/16,7/7/16,23,0.151
16129606,BROOKLYN,11226,7/5/16,7/7/16,8,0.177
16129704,BROOKLYN,11216,7/5/16,7/13/16,3,0.145
16129645,BROOKLYN,11215,7/5/16,7/7/16,2,0.156
16129513,STATEN ISLAND,10312,7/5/16,7/5/16,1,0.078
16129618,ASTORIA,11103,7/5/16,7/6/16,7,0.196
16129784,STATEN ISLAND,10309,7/5/16,7/6/16,18,0.046
16129289,FLORAL PARK,11001,7/6/16,7/7/16,2,0.152
16129596,BROOKLYN,11230,7/6/16,7/8/16,7,0.11
16129767,BROOKLYN,11236,7/6/16,7/11/16,5,0.16
16129299,FLUSHING,11358,7/6/16,7/6/16,8,0.088
16129788,BRONX,10463,7/6/16,7/8/16,3,0.109
16129508,ASTORIA,11106,7/6/16,7/7/16,7,0.111
16129353,STATEN ISLAND,10312,7/6/16,7/8/16,10,0.113
16129558,STATEN ISLAND,10312,7/6/16,7/8/16,3,0.064
16129686,WHITESTONE,11357,7/7/16,7/12/16,4,0.113
16129342,BROOKLYN,11210,7/7/16,7/14/16,6,0.108
16129637,FLUSHING,11358,7/7/16,7/21/16,7,0.093
16129615,OZONE PARK,11417,7/7/16,7/11/16,0,0.029
16129339,EAST ELMHURST,11369,7/7/16,7/18/16,31,0.116
16129769,BROOKLYN,11234,7/7/16,7/11/16,0,0.173
16129722,BROOKLYN,11212,7/8/16,7/13/16,0,0.138
16129709,BROOKLYN,11230,7/8/16,7/11/16,6,0.044
16129357,STATEN ISLAND,10306,7/8/16,7/15/16,0,0.095
16129505,BROOKLYN,11221,7/8/16,7/11/16,4,0.145
16129301,BAYSIDE,11361,7/8/16,7/15/16,2,0.165
16129403,RIDGEWOOD,11385,7/9/16,7/12/16,7,0.123
16129421,STATEN ISLAND,10308,7/10/16,7/14/16,0,0.114
16129777,STATEN ISLAND,10312,7/11/16,7/14/16,0,0.084
16129675,CORONA,11368,7/11/16,7/19/16,5,0.099
16129515,STATEN ISLAND,10306,7/11/16,7/15/16,0,0.118
16129644,BROOKLYN,11213,7/11/16,7/11/16,5,0.135
16129799,BROOKLYN,11225,7/11/16,7/18/16,9,0.158
16129619,QUEENS VILLAGE,11427,7/11/16,7/12/16,8,0.15
16129592,BROOKLYN,11212,7/12/16,7/14/16,0,0.087
16129256,KEW GARDENS,11415,7/12/16,7/15/16,52,0.165
16129476,FAR ROCKAWAY,11693,7/13/16,7/13/16,0,0.227
16129364,STATEN ISLAND,10308,7/13/16,7/15/16,1,0.084
16129493,BROOKLYN,11226,7/14/16,7/18/16,6,0.124
16129744,BROOKLYN,11224,7/14/16,7/18/16,0,0.06
16129397,BRONX,10465,7/15/16,7/22/16,3,0.181
16129719,STATEN ISLAND,10309,7/15/16,7/18/16,1,0.089
16129446,FLUSHING,11358,7/17/16,7/19/16,5,0.133
16129384,STATEN ISLAND,10309,7/18/16,7/21/16,8,0.151
16129525,BROOKLYN,11212,7/21/16,7/25/16,0,0.044
16129738,STATEN ISLAND,10306,7/21/16,7/25/16,0,0.121
16129396,FLUSHING,11358,7/22/16,7/25/16,19,0.085
16129390,STATEN ISLAND,10305,7/22/16,7/27/16,0,0.143
16129791,STATEN ISLAND,10304,7/23/16,7/27/16,6,0.139
16129617,BROOKLYN,11215,7/24/16,8/2/16,0,0.135
16129823,BROOKLYN,11224,7/24/16,7/27/16,0,0.017
16129706,RIDGEWOOD,11385,7/26/16,8/2/16,2,0.096
16129666,BROOKLYN,11229,7/26/16,7/28/16,6,0.167
16129653,BRONX,10461,7/26/16,8/3/16,7,0.123
16129715,BROOKLYN,11217,7/26/16,7/28/16,3,0.158
16129773,STATEN ISLAND,10314,7/28/16,8/3/16,0,0.162
16129625,JAMAICA,11434,7/29/16,8/4/16,0,0.185
16129474,BROOKLYN,11213,7/29/16,8/3/16,1,0.085
16129755,STATEN ISLAND,10309,7/29/16,8/2/16,0,0.097
16233485,STATEN ISLAND,10314,8/1/16,8/5/16,1,0.13
16129560,STATEN ISLAND,10312,8/1/16,8/5/16,2,0.075
16129303,FLUSHING,11355,8/2/16,8/3/16,2,0.039
16129643,BROOKLYN,11229,8/2/16,8/9/16,27,0.332
16129280,SOUTH RICHMOND HILL,11419,8/4/16,8/12/16,3,0.118
16129656,BROOKLYN,11216,8/4/16,8/8/16,4,0.056
16129698,MIDDLE VILLAGE,11379,8/4/16,8/5/16,17,0.135
16129798,BROOKLYN,11216,8/5/16,8/10/16,7,0.331
16129716,SOUTH OZONE PARK,11420,8/5/16,8/10/16,2,0.106
16129484,SPRINGFIELD GARDENS,11413,8/6/16,8/16/16,5,0.09
16129470,JACKSON HEIGHTS,11372,8/6/16,8/9/16,11,0.082
16129571,STATEN ISLAND,10306,8/8/16,8/11/16,1,0.178
16129578,STATEN ISLAND,10305,8/10/16,8/10/16,0,0.145
16129761,STATEN ISLAND,10314,8/11/16,8/17/16,75,0.123
16129415,STATEN ISLAND,10312,8/11/16,8/15/16,0,0.052
16129580,STATEN ISLAND,10308,8/13/16,8/16/16,1,0.112
16129487,BROOKLYN,11209,8/13/16,8/15/16,11,0.115
16129743,BROOKLYN,11224,8/14/16,8/23/16,0,0.003
16129741,STATEN ISLAND,10308,8/15/16,8/19/16,2,0.071
16129657,BROOKLYN,11217,8/15/16,8/16/16,4,0.191
16129387,STATEN ISLAND,10306,8/18/16,8/22/16,9,0.11
16129482,FLUSHING,11358,8/21/16,8/26/16,3,0.187
16129506,BROOKLYN,11214,8/23/16,8/29/16,12,0.137
16129554,STATEN ISLAND,10306,8/23/16,8/26/16,1,0.115
16129494,BROOKLYN,11204,8/23/16,8/30/16,9,0.145
16129311,BAYSIDE,11361,8/25/16,8/29/16,5,0.142
16129557,STATEN ISLAND,10309,8/26/16,8/29/16,0,0.096
16129466,NEW YORK,10128,8/27/16,9/2/16,19,0.12
16129712,BROOKLYN,11210,8/30/16,9/2/16,3,0.062
16129541,STATEN ISLAND,10309,9/1/16,9/6/16,1,0.109
16129701,JAMAICA,11434,9/1/16,9/12/16,0,0.14
16129405,STATEN ISLAND,10309,9/6/16,9/12/16,0,0.11
16129479,SPRINGFIELD GARDENS,11413,9/9/16,9/12/16,0,0.133
16129594,BROOKLYN,11224,9/10/16,9/20/16,0,0.091
16129691,BROOKLYN,11218,9/13/16,9/20/16,6,0.124
16129590,STATEN ISLAND,10310,9/14/16,9/20/16,17,0.097
16129639,STATEN ISLAND,10310,9/19/16,9/21/16,3,0.051
16129642,BRONX,10460,9/20/16,9/27/16,5,0.052
16129685,BROOKLYN,11230,9/20/16,9/23/16,7,0.069
16129501,FOREST HILLS,11375,9/23/16,9/27/16,3,0.144
16129652,BROOKLYN,11203,9/24/16,9/28/16,3,0.176
16129444,RIDGEWOOD,11385,9/27/16,10/4/16,5,0.079
16129428,SAINT ALBANS,11412,9/28/16,10/3/16,4,0.134
16129747,STATEN ISLAND,10308,9/28/16,9/30/16,0,0.125
16129620,BRONX,10461,9/28/16,10/4/16,2,0.017
16129633,BAYSIDE,11361,9/29/16,9/30/16,1,0.162
16129674,REGO PARK,11374,9/30/16,10/4/16,4,0.024
17142058,STATEN ISLAND,10309,6/6/17,6/9/17,11,0.105
17141879,STATEN ISLAND,10314,6/6/17,6/9/17,0,0.123
17142068,STATEN ISLAND,10314,6/6/17,6/9/17,0,0.017
17142165,BROOKLYN,11228,6/6/17,6/9/17,2,0.057
17142040,STATEN ISLAND,10306,6/6/17,6/9/17,17,0.106
17142152,ELMHURST,11373,6/6/17,6/12/17,82,0.132
17142206,BROOKLYN,11217,6/6/17,6/12/17,3,0.218
17141873,STATEN ISLAND,10308,6/7/17,6/12/17,0,0.102
17141797,SOUTH RICHMOND HILL,11419,6/7/17,6/9/17,0,0.148
17142273,STATEN ISLAND,10314,6/7/17,6/9/17,0,0.124
17141850,FAR ROCKAWAY,11691,6/7/17,6/9/17,1,0.289
17141822,RIDGEWOOD,11385,6/7/17,6/9/17,5,0.057
17141773,SAINT ALBANS,11412,6/7/17,6/12/17,0,0.032
17142060,Brooklyn,11224,6/7/17,6/9/17,0,0.141
17142066,STATEN ISLAND,10309,6/7/17,6/9/17,1,0.122
17142226,FAR ROCKAWAY,11691,6/7/17,6/12/17,0,0.112
17142315,RIDGEWOOD,11385,6/7/17,6/13/17,3,0.046
17142118,JAMAICA,11432,6/7/17,6/9/17,2,0.107
17141813,FLUSHING,11358,6/7/17,6/12/17,11,0.173
17141856,STATEN ISLAND,10308,6/7/17,6/12/17,0,0.109
17142030,STATEN ISLAND,10308,6/7/17,6/9/17,0,0.107
17142164,RIDGEWOOD,11385,6/7/17,6/12/17,6,0.154
17142174,SOUTH OZONE PARK,11420,6/7/17,6/9/17,10,0.062
17142247,STATEN ISLAND,10309,6/7/17,6/9/17,3,0.074
17142323,BROOKLYN,11234,6/7/17,6/12/17,8,0.133
17141963,FOREST HILLS,11375,6/7/17,6/9/17,5,0.123
17141934,BAYSIDE,11361,6/7/17,6/8/17,4,0.109
17141878,STATEN ISLAND,10303,6/7/17,6/9/17,0,0.114
17141979,FAR ROCKAWAY,11693,6/7/17,6/9/17,0,0.056
17141775,BRONX,10457,6/7/17,6/9/17,0,0.038
17142046,STATEN ISLAND,10312,6/7/17,6/13/17,2,0.181
17142225,BAYSIDE,11361,6/7/17,6/8/17,11,0.066
17142208,BROOKLYN,11204,6/7/17,6/12/17,0,0.205
17142123,BROOKLYN,11231,6/7/17,6/9/17,2,0.091
17141889,STATEN ISLAND,10306,6/7/17,6/9/17,2,0.105
17141920,STATEN ISLAND,10306,6/7/17,6/9/17,0,0.13
17141953,STATEN ISLAND,10308,6/7/17,6/9/17,0,0.097
17142172,WOODSIDE,11377,6/7/17,6/13/17,3,0.05
17141776,BROOKLYN,11212,6/7/17,6/19/17,0,0.074
17142257,BROOKLYN,11224,6/7/17,6/9/17,0,0.13
17142310,STATEN ISLAND,10306,6/7/17,6/9/17,0,0.124
17141818,ELMHURST,11373,6/7/17,6/9/17,4,0.156
17141885,STATEN ISLAND,10309,6/7/17,6/9/17,0,0.036
17141903,STATEN ISLAND,10314,6/7/17,6/9/17,0,0.038
17142259,STATEN ISLAND,10306,6/7/17,6/9/17,1,0.078
17141835,LITTLE NECK,11363,6/7/17,6/12/17,9,0.051
17142266,STATEN ISLAND,10309,6/7/17,6/9/17,0,0.077
17142337,BRONX,10463,6/7/17,6/9/17,5,0.148
17141829,JAMAICA,11432,6/7/17,6/14/17,3,0.097
17141855,WHITESTONE,11357,6/7/17,6/9/17,6,0.153
17141941,BROOKLYN,11215,6/7/17,6/9/17,5,0.165
17142237,STATEN ISLAND,10307,6/7/17,6/9/17,0,0.037
17141899,STATEN ISLAND,10304,6/7/17,6/13/17,37,0.134
17142042,STATEN ISLAND,10309,6/7/17,6/12/17,0,0.115
17141870,STATEN ISLAND,10306,6/7/17,6/9/17,1,0.123
17142063,STATEN ISLAND,10309,6/7/17,6/9/17,0,0.152
17142159,BAYSIDE,11361,6/7/17,6/9/17,2,0.115
17141886,STATEN ISLAND,10308,6/7/17,6/9/17,0,0.133
17141987,MIDDLE VILLAGE,11379,6/7/17,6/13/17,7,0.143
17142101,BELLEROSE,11426,6/7/17,6/9/17,3,0.246
17141844,BROOKLYN,11224,6/7/17,6/9/17,1,0.161
17142048,STATEN ISLAND,10303,6/7/17,6/12/17,0,0.147
17141770,BROOKLYN,11230,6/7/17,6/9/17,5,0.211
17142137,BROOKLYN,11229,6/7/17,6/9/17,4,0.197
17141912,STATEN ISLAND,10309,6/7/17,6/12/17,0,0.111
17141792,BRONX,10457,6/8/17,6/14/17,4,0.106
17142038,STATEN ISLAND,10312,6/8/17,6/13/17,4,0.175
17142128,MIDDLE VILLAGE,11379,6/8/17,6/13/17,1,0.114
17142338,BROOKLYN,11232,6/8/17,6/13/17,5,0.12
17141852,FLUSHING,11354,6/8/17,6/13/17,3,0.065
17141896,STATEN ISLAND,10314,6/8/17,6/9/17,2,0.143
17141774,JAMAICA,11434,6/8/17,6/8/17,0,0.097
17141782,HOWARD BEACH,11414,6/8/17,6/9/17,0,0.102
17141812,BRONX,10464,6/8/17,6/12/17,5,0.116
17141861,STATEN ISLAND,10306,6/8/17,6/14/17,1,0.082
17142107,BROOKLYN,11203,6/8/17,6/13/17,3,0.116
17142221,STATEN ISLAND,10314,6/8/17,6/9/17,0,0.087
17142330,STATEN ISLAND,10309,6/8/17,6/13/17,1,0.242
17142334,Brooklyn,11209,6/8/17,6/9/17,0,0.058
17141923,HOWARD BEACH,11414,6/8/17,6/9/17,0,0.169
17142014,STATEN ISLAND,10306,6/8/17,6/9/17,0,0.119
17142144,BROOKLYN,11223,6/8/17,6/9/17,2,0.122
17141758,BROOKLYN,11215,6/8/17,6/9/17,6,0.137
17141762,New York,10010,6/8/17,6/14/17,0,0.159
17141767,BRONX,10457,6/8/17,6/9/17,0,0.157
17141862,STATEN ISLAND,10306,6/8/17,6/9/17,0,0.157
17141876,STATEN ISLAND,10306,6/8/17,6/9/17,1,0.131
17141857,STATEN ISLAND,10306,6/8/17,6/13/17,0,0.106
17141911,STATEN ISLAND,10305,6/8/17,6/13/17,2,0.157
17141865,STATEN ISLAND,10314,6/8/17,6/9/17,0,0.023
17141969,NEW YORK,10128,6/8/17,6/12/17,5,0.117
17142134,BROOKLYN,11217,6/8/17,6/19/17,9,0.155
17141778,SAINT ALBANS,11412,6/8/17,6/13/17,2,0.189
17141892,STATEN ISLAND,10314,6/8/17,6/9/17,0,0.024
17141990,STATEN ISLAND,10306,6/8/17,6/9/17,0,0.116
17142023,STATEN ISLAND,10306,6/8/17,6/9/17,2,0.143
17142284,STATEN ISLAND,10312,6/8/17,6/12/17,3,0.066
17142308,BROOKLYN,11218,6/8/17,6/13/17,17,0.106
17142339,FOREST HILLS,11375,6/8/17,6/9/17,10,0.157
17141791,LITTLE NECK,11363,6/8/17,6/9/17,4,18.17
17141949,RIDGEWOOD,11385,6/8/17,6/19/17,4,0.032
17141806,BROOKLYN,11228,6/8/17,6/9/17,14,0.142
17142142,BROOKLYN,11215,6/8/17,6/15/17,2,0.149
17142070,STATEN ISLAND,10312,6/8/17,6/12/17,3,0.137
17142081,STATEN ISLAND,10312,6/8/17,6/19/17,0,0.079
17142044,STATEN ISLAND,10312,6/8/17,6/13/17,0,0.084
17142267,STATEN ISLAND,10312,6/8/17,6/12/17,2,0.09
17141888,STATEN ISLAND,10314,6/8/17,6/12/17,0,0.141
17141845,BROOKLYN,11207,6/8/17,6/12/17,0,0.107
17142143,BROOKLYN,11211,6/8/17,6/9/17,6,0.112
17141917,STATEN ISLAND,10312,6/8/17,6/14/17,13,0.108
17141786,Queens,11435,6/8/17,6/9/17,4,0.164
17141993,QUEENS VILLAGE,11427,6/8/17,6/9/17,5,0.13
17142320,WHITESTONE,11357,6/8/17,6/13/17,7,0.159
17141898,STATEN ISLAND,10307,6/8/17,6/13/17,0,0.274
17141824,FLUSHING,11358,6/8/17,6/13/17,6,0.155
17142321,RICHMOND HILL,11418,6/8/17,6/9/17,3,0.07
17142214,STATEN ISLAND,10312,6/8/17,6/12/17,3,0.113
17141997,BROOKLYN,11220,6/8/17,6/13/17,3,0.187
17141858,BROOKLYN,11212,6/8/17,6/13/17,2,0.144
17141846,BROOKLYN,11223,6/8/17,6/9/17,3,0.085
17142093,FRESH MEADOWS,11365,6/8/17,6/9/17,0,0.134
17142029,STATEN ISLAND,10309,6/8/17,6/12/17,0,0.155
17141836,LITTLE NECK,11362,6/8/17,6/13/17,9,0.204
17141841,MASPETH,11378,6/9/17,6/13/17,3,0.131
17141787,SOUTH RICHMOND HILL,11419,6/9/17,6/13/17,0,0.076
17142304,HOLLIS,11423,6/9/17,6/14/17,4,0.102
17141780,JAMAICA,11432,6/9/17,6/13/17,5,0.171
17141877,STATEN ISLAND,10305,6/9/17,6/13/17,0,0.118
17141942,STATEN ISLAND,10309,6/9/17,6/14/17,0,0.129
17141983,SAINT ALBANS,11412,6/9/17,6/13/17,0,0.181
17141761,BROOKLYN,11224,6/9/17,6/14/17,0,0.138
17141823,MASPETH,11378,6/9/17,6/14/17,9,0.112
17141928,FOREST HILLS,11375,6/9/17,6/15/17,2,0.164
17142332,JAMAICA,11432,6/9/17,6/15/17,3,0.22
17141760,FLUSHING,11354,6/9/17,6/12/17,6,0.118
17141764,KEW GARDENS,11415,6/9/17,6/14/17,0,0.111
17141811,BROOKLYN,11204,6/9/17,6/13/17,4,0.159
17141821,JAMAICA,11432,6/9/17,6/13/17,4,0.122
17141890,STATEN ISLAND,10306,6/9/17,6/14/17,0,0.156
17142100,BROOKLYN,11226,6/9/17,6/14/17,19,0.109
17142303,JAMAICA,11432,6/9/17,6/14/17,0,0.214
17141763,BAYSIDE,11361,6/9/17,6/12/17,0,0.237
17142092,NEW YORK,10018,6/9/17,6/13/17,5,0.153
17141757,STATEN ISLAND,10308,6/9/17,6/14/17,0,0.138
17141779,KEW GARDENS,11415,6/9/17,6/14/17,1,0.156
17141905,MIDDLE VILLAGE,11379,6/9/17,6/14/17,119,0.182
17141981,FLUSHING,11354,6/9/17,6/13/17,11,0.138
17142098,STATEN ISLAND,10309,6/9/17,6/13/17,11,0.161
17142241,BROOKLYN,11234,6/9/17,6/13/17,0,0.128
17142329,STATEN ISLAND,10312,6/9/17,6/12/17,0,0.091
17141964,BROOKLYN,11229,6/9/17,6/13/17,11,0.118
17142018,STATEN ISLAND,10308,6/9/17,6/13/17,0,0.147
17141902,STATEN ISLAND,10314,6/9/17,6/13/17,0,0.106
17141943,QUEENS,11691,6/9/17,6/12/17,1,0.229
17141986,SPRINGFIELD GARDENS,11413,6/9/17,6/14/17,5,0.132
17142002,JAMAICA,11432,6/9/17,6/13/17,14,0.746
17142263,STATEN ISLAND,10309,6/9/17,6/13/17,0,0.077
17142037,STATEN ISLAND,10309,6/9/17,6/14/17,3,0.249
17142065,STATEN ISLAND,10309,6/9/17,6/13/17,0,0.086
17142103,BAYSIDE,11360,6/9/17,6/13/17,2,0.031
17141815,FOREST HILLS,11375,6/10/17,6/14/17,9,0.105
17141880,STATEN ISLAND,10314,6/10/17,6/14/17,5,0.171
17142089,BROOKLYN,11224,6/10/17,6/14/17,0,0.094
17142307,BROOKLYN,11228,6/10/17,6/14/17,8,0.147
17142253,SPRINGFIELD GARDENS,11413,6/10/17,6/14/17,0,0.145
17141839,STATEN ISLAND,10304,6/10/17,6/19/17,9,0.143
17141975,STATEN ISLAND,10310,6/10/17,6/15/17,5,0.146
17141788,BROOKLYN,11212,6/10/17,6/13/17,4,0.181
17141859,STATEN ISLAND,10309,6/10/17,6/13/17,0,0.089
17142187,BROOKLYN,11232,6/10/17,6/14/17,3,0.052
17142331,BROOKLYN,11234,6/10/17,6/14/17,4,0.169
17141952,FLUSHING,11358,6/10/17,6/14/17,58,0.159
17141807,STATEN ISLAND,10301,6/10/17,6/13/17,4,0.085
17142079,STATEN ISLAND,10309,6/10/17,6/13/17,0,0.079
17141820,MIDDLE VILLAGE,11379,6/10/17,6/14/17,7,0.144
17142020,STATEN ISLAND,10309,6/10/17,6/14/17,0,0.105
17142209,STATEN ISLAND,10312,6/10/17,6/13/17,1,0.112
17142051,STATEN ISLAND,10308,6/10/17,6/13/17,2,0.135
17141766,STATEN ISLAND,10314,6/10/17,6/13/17,1,0.192
17141827,FLUSHING,11358,6/10/17,6/13/17,6,0.131
17141925,STATEN ISLAND,10309,6/10/17,6/13/17,0,0.045
