KIT ID Number,Borough,Zipcode,Date Collected,Received Date,First Draw at-the-tap Lead level (µg/l),First Draw at-the-tap copper level (mg/l)
19160918,STATEN ISLAND,10308,6/10/19,6/12/19,1,0.131
19160995,QUEENS,11377,6/10/19,6/12/19,3,0.322
19160895,BROOKLYN,11234,6/10/19,6/12/19,10,0.026
19160822,STATEN ISLAND,10308,6/11/19,6/12/19,5,0.186
19160911,STATEN ISLAND,10304,6/12/19,6/13/19,1,0.171
19161224,BROOKLYN,11214,6/12/19,6/13/19,2,0.134
19160957,QUEENS,11432,6/12/19,6/13/19,6,0.198
19160762,STATEN ISLAND,10314,6/12/19,6/13/19,0,0.051
19161171,STATEN ISLAND,10312,6/12/19,6/13/19,0,0.08
19161045,QUEENS,11378,6/12/19,6/13/19,6,0.093
19161018,STATEN ISLAND,10308,6/11/19,6/13/19,0,0.156
19161181,STATEN ISLAND,10309,6/9/19,6/13/19,5,0.077
19161132,STATEN ISLAND,10309,6/11/19,6/13/19,0,0.099
19160880,STATEN ISLAND,10312,6/12/19,6/13/19,0,0.062
19161187,BROOKLYN,11211,6/12/19,6/13/19,6,0.113
19160998,QUEENS,11358,6/10/19,6/13/19,10,0.228
19160914,STATEN ISLAND,10308,6/9/19,6/13/19,0,0.068
19160812,QUEENS,11432,6/12/19,6/13/19,1,0.128
19161004,STATEN ISLAND,10309,6/12/19,6/13/19,0,0.061
19161028,STATEN ISLAND,10312,6/10/19,6/13/19,2,0.137
19161129,STATEN ISLAND,10308,6/11/19,6/13/19,0,0.123
19160827,STATEN ISLAND,10309,6/13/19,6/13/19,0,0.131
19160718,STATEN ISLAND,10306,6/12/19,6/13/19,0,0.088
19161011,STATEN ISLAND,10306,6/11/19,6/13/19,0,0.159
19160875,STATEN ISLAND,10306,6/10/19,6/13/19,0,0.128
19161193,BROOKLYN,11215,6/12/19,6/13/19,6,0.154
19161201,QUEENS,11354,6/12/19,6/13/19,11,0.099
19160746,QUEENS,11378,6/12/19,6/13/19,4,0.148
19161046,QUEENS,11385,6/11/19,6/13/19,5,0.052
19160853,QUEENS,11375,6/12/19,6/13/19,10,0.137
19161087,BROOKLYN,11211,6/12/19,6/13/19,2,0.179
19160731,BROOKLYN,11215,6/12/19,6/13/19,5,0.183
19160840,BROOKLYN,11218,6/9/19,6/13/19,15,0.101
19160935,BROOKLYN,11224,6/12/19,6/13/19,0,0.044
19161199,QUEENS,11379,6/9/19,6/13/19,2,0.046
19160884,BROOKLYN,11218,6/12/19,6/13/19,12,0.055
19160944,QUEENS,11373,6/9/19,6/13/19,59,0.362
19161182,BRONX,10463,6/11/19,6/13/19,2,0.039
19161001,QUEENS,11419,6/9/19,6/13/19,0,0.105
19161203,QUEENS,11375,6/12/19,6/13/19,4,0.133
19160904,QUEENS,11415,6/12/19,6/13/19,0,0.027
19161010,STATEN ISLAND,10306,6/10/19,6/13/19,0,0.124
19161066,STATEN ISLAND,10305,6/11/19,6/13/19,1,0.062
19161097,QUEENS,11357,6/11/19,6/13/19,6,0.126
19161078,NEW YORK,10018,6/14/19,6/17/19,5,0.141
19160919,QUEENS,11432,6/14/19,6/17/19,0,0.145
19160959,QUEENS,11412,6/13/19,6/17/19,4,0.225
19160786,BROOKLYN,11226,6/13/19,6/17/19,9,0.188
19160744,QUEENS,11377,6/13/19,6/17/19,3,0.099
19160921,STATEN ISLAND,10308,6/14/19,6/17/19,16,0.11
19161110,BROOKLYN,11236,6/14/19,6/17/19,0,0.139
19160879,STATEN ISLAND,10312,6/13/19,6/17/19,2,0.171
19161102,QUEENS,11418,6/14/19,6/17/19,0,0.008
19161188,BROOKLYN,11224,6/12/19,6/17/19,4,0.153
19160909,QUEENS,11104,6/11/19,6/17/19,8,0.136
19160882,STATEN ISLAND,10312,6/13/19,6/17/19,38,0.413
19160841,BROOKLYN,11228,6/13/19,6/17/19,3,0.241
19160826,STATEN ISLAND,10309,6/13/19,6/17/19,2,0.264
19160968,STATEN ISLAND,10304,6/14/19,6/17/19,0,0.094
19161175,STATEN ISLAND,10309,6/13/19,6/17/19,2,0.124
19161157,BROOKLYN,11234,6/14/19,6/17/19,14,0.144
19161068,STATEN ISLAND,10305,6/12/19,6/17/19,3,0.125
19161023,QUEENS,11354,6/11/19,6/17/19,4,0.148
19161081,STATEN ISLAND,10306,6/12/19,6/17/19,0,0.116
19160779,BRONX,10470,6/12/19,6/17/19,4,0.106
19160710,STATEN ISLAND,10314,6/13/19,6/17/19,1,0.149
19161065,BROOKLYN,11209,6/13/19,6/17/19,0,0.021
19160755,QUEENS,11361,6/13/19,6/17/19,0,0.153
19161067,STATEN ISLAND,10306,6/14/19,6/17/19,0,0.059
19160771,STATEN ISLAND,10312,6/13/19,6/17/19,2,0.158
19160836,BROOKLYN,11215,6/13/19,6/17/19,4,0.169
19160971,STATEN ISLAND,10306,6/13/19,6/17/19,0,0.125
19161163,STATEN ISLAND,10305,6/12/19,6/17/19,0,0.119
19161131,STATEN ISLAND,10312,6/13/19,6/17/19,0,0.168
19161098,QUEENS,11358,6/13/19,6/17/19,6,0.184
19161020,STATEN ISLAND,10308,6/12/19,6/17/19,0,0.084
19160716,STATEN ISLAND,10305,6/13/19,6/17/19,6,0.02
19160979,STATEN ISLAND,10309,6/14/19,6/17/19,2,0.117
19160897,BROOKLYN,11223,6/13/19,6/17/19,3,0.076
19161051,QUEENS,11105,6/14/19,6/17/19,7,0.088
19161056,BROOKLYN,11204,6/14/19,6/17/19,0,0.193
19161106,QUEENS,11374,6/13/19,6/17/19,6,0.109
19161211,QUEENS,11691,6/13/19,6/17/19,0,0.121
19160870,STATEN ISLAND,10314,6/14/19,6/17/19,2,0.181
19160775,STATEN ISLAND,10309,6/13/19,6/17/19,0,0.092
19161207,QUEENS,11362,6/12/19,6/17/19,6,0.177
19160729,BRONX,10471,6/11/19,6/17/19,0,0.109
19160809,QUEENS,11427,6/14/19,6/17/19,5,0.116
19161055,QUEENS,11691,6/13/19,6/17/19,0,0.276
19161197,QUEENS,11432,6/13/19,6/17/19,3,0.171
19160808,QUEENS,11364,6/11/19,6/17/19,0,0.203
19160831,STATEN ISLAND,10309,6/12/19,6/17/19,0,0.062
19161039,NEW YORK,10010,6/13/19,6/17/19,0,0.18
19160805,QUEENS,11358,6/14/19,6/17/19,4,0.185
19161041,BROOKLYN,11234,6/12/19,6/17/19,0,0.204
19161014,STATEN ISLAND,10306,6/14/19,6/17/19,0,0.119
19161151,STATEN ISLAND,10310,6/13/19,6/17/19,3,0.139
19160791,BROOKLYN,11220,6/14/19,6/17/19,6,0.111
19161025,STATEN ISLAND,10312,6/13/19,6/17/19,0,0.117
19160770,STATEN ISLAND,10312,6/13/19,6/17/19,0,0.135
19161009,STATEN ISLAND,10301,6/13/19,6/17/19,15,0.093
19161052,QUEENS,11435,6/14/19,6/17/19,1,0.12
19160800,QUEENS,11103,6/15/19,6/19/19,2,0.129
19161149,QUEENS,11358,6/15/19,6/19/19,6,0.12
19160942,BRONX,10461,6/15/19,6/19/19,5,0.098
19160956,QUEENS,11412,6/12/19,6/19/19,8,0.358
19161184,BROOKLYN,11221,6/16/19,6/19/19,0,0.182
19160985,BRONX,10471,6/17/19,6/19/19,6,0.113
19160817,QUEENS,11385,6/15/19,6/19/19,7,0.124
19161177,STATEN ISLAND,10309,6/14/19,6/19/19,0,0.154
19161176,STATEN ISLAND,10309,6/15/19,6/19/19,0,0.046
19160767,STATEN ISLAND,10308,6/14/19,6/19/19,0,0.062
19161059,STATEN ISLAND,10304,6/19/19,6/19/19,6,0.1
19161074,STATEN ISLAND,10309,6/14/19,6/19/19,0,0.11
19161226,BROOKLYN,11223,6/16/19,6/19/19,2,0.096
19161225,STATEN ISLAND,10306,6/13/19,6/19/19,1,0.13
19160843,BROOKLYN,11203,6/13/19,6/19/19,4,0.154
19160793,BROOKLYN,11214,6/13/19,6/19/19,1,0.084
19161017,STATEN ISLAND,10308,6/15/19,6/19/19,0,0.11
19160986,BROOKLYN,11225,6/17/19,6/19/19,13,0.086
19160871,STATEN ISLAND,10314,6/16/19,6/19/19,0,0.17
19161091,QUEENS,11379,6/16/19,6/19/19,6,0.147
19161126,STATEN ISLAND,10308,6/15/19,6/19/19,0,0.095
19160723,STATEN ISLAND,10312,6/16/19,6/19/19,1,0.084
19160714,STATEN ISLAND,10314,6/17/19,6/19/19,0,0.057
19160878,STATEN ISLAND,10306,6/12/19,6/19/19,1,0.123
19161217,QUEENS,11385,6/14/19,6/19/19,1,0.13
19161026,STATEN ISLAND,10312,6/15/19,6/19/19,0,0.033
19161060,QUEENS,11693,6/14/19,6/19/19,0,0.209
19160719,STATEN ISLAND,10308,6/16/19,6/19/19,2,0.107
19161133,STATEN ISLAND,10309,6/18/19,6/19/19,0,0.075
19161183,BROOKLYN,11217,6/18/19,6/19/19,28,0.06
19161112,QUEENS,11420,6/18/19,6/19/19,4,0.146
19160974,STATEN ISLAND,10308,6/17/19,6/19/19,0,0.078
19160865,QUEENS,11420,6/17/19,6/19/19,1,0.101
19161007,QUEENS,11418,6/18/19,6/19/19,21,0.096
19161135,BRONX,10457,6/17/19,6/19/19,0,0.061
19161173,STATEN ISLAND,10312,6/17/19,6/19/19,1,0.112
19160913,STATEN ISLAND,10306,6/18/19,6/19/19,0,0.12
19161027,STATEN ISLAND,10312,6/18/19,6/19/19,1,0.087
19160864,QUEENS,11420,6/18/19,6/20/19,2,0.159
19160773,STATEN ISLAND,10312,6/16/19,6/21/19,5,0.121
19160883,BROOKLYN,11212,6/11/19,6/21/19,1,0.127
19161082,BROOKLYN,11217,6/16/19,6/21/19,2,0.076
19160818,STATEN ISLAND,10301,6/19/19,6/21/19,13,0.118
19161006,STATEN ISLAND,10306,6/17/19,6/21/19,0,0.136
19160798,BROOKLYN,11229,6/10/19,6/21/19,5,0.172
19160903,QUEENS,11432,6/19/19,6/21/19,2,0.056
19160858,QUEENS,11434,6/17/19,6/21/19,0,0.093
19160848,BROOKLYN,11234,6/18/19,6/21/19,7,0.155
19161196,BROOKLYN,11219,6/18/19,6/21/19,2,0.063
19161169,QUEENS,11356,6/18/19,6/21/19,4,0.134
19160907,QUEENS,11433,6/19/19,6/21/19,0,0.17
19161012,STATEN ISLAND,10306,6/18/19,6/21/19,0,0.155
19160784,BROOKLYN,11215,6/18/19,6/21/19,8,0.199
19161123,STATEN ISLAND,10305,6/21/19,6/24/19,0,0.087
19160975,STATEN ISLAND,10308,6/19/19,6/24/19,0,0.146
19161062,STATEN ISLAND,10314,6/20/19,6/24/19,0,0.111
19160733,BROOKLYN,11225,6/20/19,6/24/19,297,0.133
19160749,QUEENS,11385,6/19/19,6/24/19,10,0.157
19161073,STATEN ISLAND,10312,6/20/19,6/24/19,2,0.13
19161034,STATEN ISLAND,10309,6/20/19,6/24/19,2,0.229
19161134,STATEN ISLAND,10309,6/20/19,6/24/19,0,0.053
19160766,STATEN ISLAND,10306,6/17/19,6/24/19,0,0.156
19160722,STATEN ISLAND,10312,6/20/19,6/24/19,2,0.102
19160983,NEW YORK,10128,6/20/19,6/24/19,9,0.129
19160867,STATEN ISLAND,10304,6/20/19,6/24/19,1,0.106
19160730,BRONX,10471,6/18/19,6/24/19,2,0.109
19161143,BROOKLYN,11204,6/22/19,6/24/19,2,0.03
19161139,BROOKLYN,11212,6/18/19,6/24/19,0,0.063
19160747,QUEENS,11375,6/21/19,6/24/19,0,0.032
19161092,BROOKLYN,11230,6/19/19,6/24/19,4,0.113
19160715,STATEN ISLAND,10314,6/21/19,6/24/19,0,0.144
19161186,BROOKLYN,11217,6/17/19,6/24/19,5,0.159
19160923,STATEN ISLAND,10309,6/20/19,6/24/19,2,0.097
19160846,BROOKLYN,11203,6/20/19,6/24/19,3,0.135
19160962,QUEENS,11691,6/16/19,6/24/19,0,0.153
19161213,STATEN ISLAND,10306,6/20/19,6/24/19,4,0.114
19160973,STATEN ISLAND,10308,6/19/19,6/24/19,0,0.159
19160854,QUEENS,11354,6/19/19,6/24/19,3,0.152
19160839,BROOKLYN,11224,6/18/19,6/24/19,0,0.175
19160815,QUEENS,11691,6/11/19,6/24/19,0,0.096
19161021,STATEN ISLAND,10312,6/13/19,6/24/19,10,0.092
19160928,STATEN ISLAND,10306,6/22/19,6/25/19,0,0.09
19161013,QUEENS,11358,6/22/19,6/25/19,2,0.197
19161205,BROOKLYN,11223,6/21/19,6/25/19,9,0.211
19161086,BROOKLYN,11207,6/22/19,6/25/19,0,0.109
19161125,STATEN ISLAND,10306,6/23/19,6/25/19,0,0.11
19161101,QUEENS,11358,6/23/19,6/25/19,7,0.129
19161179,STATEN ISLAND,10309,6/22/19,6/25/19,0,0.158
19161166,QUEENS,11417,6/19/19,6/25/19,2,0.112
19161168,STATEN ISLAND,10306,6/24/19,6/25/19,3,0.258
19161158,QUEENS,11354,6/24/19,6/25/19,1,0.18
19161124,STATEN ISLAND,10306,6/22/19,6/25/19,0,0.107
19161015,QUEENS,11358,6/22/19,6/25/19,2,0.112
19160753,QUEENS,11358,6/23/19,6/25/19,2,0.105
19160952,QUEENS,11379,6/11/19,6/25/19,6,0.222
19160937,BROOKLYN,11229,6/15/19,6/25/19,2,0.131
19161005,BROOKLYN,11212,6/24/19,6/27/19,1,0.099
19160925,STATEN ISLAND,10309,6/25/19,6/27/19,0,0.084
19160990,BROOKLYN,11233,6/22/19,6/27/19,2,0.286
19160965,STATEN ISLAND,10314,6/25/19,6/27/19,4,0.108
19161088,BROOKLYN,11224,6/23/19,6/27/19,0,0.092
19160845,BROOKLYN,11224,6/26/19,6/27/19,0,0.104
19161113,QUEENS,11434,6/22/19,6/27/19,29,0.188
19160927,STATEN ISLAND,10309,6/23/19,6/27/19,2,0.085
19160951,QUEENS,11361,6/22/19,6/27/19,2,0.392
19161108,QUEENS,11413,6/24/19,6/27/19,0,0.102
19160727,BRONX,10462,6/24/19,6/27/19,1,0.301
19160837,BROOKLYN,11213,6/25/19,6/27/19,3,0.053
19161094,BROOKLYN,11209,6/20/19,6/27/19,62,0.177
19160922,STATEN ISLAND,10309,6/24/19,6/27/19,9,0.098
19161024,QUEENS,11694,6/24/19,7/1/19,2,0.148
19160996,QUEENS,11354,6/27/19,7/1/19,28,0.137
19160887,BROOKLYN,11224,6/27/19,7/1/19,0,0.016
19161038,BROOKLYN,11234,6/27/19,7/1/19,3,0.118
19161191,QUEENS,11378,6/28/19,7/1/19,2,0.16
19160776,STATEN ISLAND,10309,6/27/19,7/1/19,0,0.078
19160976,STATEN ISLAND,10312,6/27/19,7/1/19,4,0.116
19160838,BROOKLYN,11206,6/26/19,7/1/19,23,0.244
19160900,QUEENS,11379,6/27/19,7/1/19,12,0.137
19160825,STATEN ISLAND,10312,6/28/19,7/1/19,0,0.08
19160859,QUEENS,11412,6/28/19,7/2/19,2,0.031
19160888,BROOKLYN,11229,6/30/19,7/2/19,4,0.139
19161148,QUEENS,11361,6/30/19,7/2/19,2,0.135
19160835,BRONX,10461,6/26/19,7/2/19,10,0.165
19160819,STATEN ISLAND,10310,7/2/19,7/3/19,2,0.162
19160816,QUEENS,11691,7/2/19,7/3/19,0,0.092
19161140,BROOKLYN,11212,6/24/19,7/3/19,0,0.034
19161096,BROOKLYN,11223,6/30/19,7/3/19,12,0.141
19161079,BRONX,10457,6/19/19,7/3/19,0,0.079
19161000,QUEENS,11001,7/3/19,7/5/19,2,0.147
19161167,QUEENS,11365,6/30/19,7/5/19,0,0.275
19161105,QUEENS,11415,7/1/19,7/5/19,0,0.055
19161145,BROOKLYN,11228,7/3/19,7/5/19,85,0.1
19160813,QUEENS,11412,6/30/19,7/5/19,2,0.14
19160936,BROOKLYN,11204,6/27/19,7/5/19,10,0.135
19160886,BROOKLYN,11212,7/1/19,7/5/19,0,0.129
19160728,BRONX,10461,6/26/19,7/8/19,9,0.113
19161154,QUEENS,11417,7/2/19,7/9/19,3,0.098
19161297,QUEENS,11691,7/4/19,7/9/19,2,0.182
19160785,BROOKLYN,11213,7/1/19,7/9/19,0,0.063
19161165,STATEN ISLAND,10305,7/5/19,7/9/19,0,0.125
19160947,QUEENS,11385,6/29/19,7/9/19,4,0.101
19160712,STATEN ISLAND,10303,7/4/19,7/9/19,1,0.181
19161137,BRONX,10471,7/6/19,7/10/19,0,0.111
19160742,QUEENS,11415,7/6/19,7/10/19,2,0.186
19160898,QUEENS,11354,7/10/19,7/10/19,4,0.182
19160725,STATEN ISLAND,10309,7/5/19,7/10/19,0,0.119
19160789,BROOKLYN,11205,7/8/19,7/10/19,3,0.175
19160899,QUEENS,11358,7/6/19,7/10/19,27,0.11
19160860,QUEENS,11361,7/7/19,7/10/19,4,0.093
19160997,QUEENS,11357,7/5/19,7/10/19,5,0.172
19160721,STATEN ISLAND,10308,7/9/19,7/11/19,0,0.113
19160732,BROOKLYN,11232,7/6/19,7/11/19,19,0.055
19160756,QUEENS,11361,7/7/19,7/11/19,0,0.141
19160847,QUEENS,11379,7/8/19,7/11/19,8,0.121
19161138,BROOKLYN,11231,7/9/19,7/11/19,7,0.158
19160739,BROOKLYN,11229,7/8/19,7/11/19,4,0.037
19161153,QUEENS,11377,7/4/19,7/11/19,6,0.142
19161185,BRONX,10465,7/7/19,7/11/19,3,0.114
19161032,STATEN ISLAND,10309,7/8/19,7/12/19,0,0.052
19160910,STATEN ISLAND,10314,7/8/19,7/12/19,4,0.126
19161083,BROOKLYN,11212,7/10/19,7/12/19,0,0.08
19161080,BRONX,10469,7/7/19,7/12/19,1,0.209
19160814,QUEENS,11414,7/10/19,7/15/19,0,0.149
19160945,BROOKLYN,11218,7/10/19,7/16/19,0,0.027
19160780,BRONX,10463,7/12/19,7/16/19,0,0.075
19160964,STATEN ISLAND,10314,7/14/19,7/17/19,0,0.137
19160906,QUEENS,11361,7/12/19,7/17/19,2,0.114
19161200,QUEENS,11385,7/15/19,7/17/19,7,0.019
19160807,QUEENS,11361,7/11/19,7/17/19,9,0.143
19161202,QUEENS,11368,7/15/19,7/17/19,5,0.043
19161077,QUEENS,11374,7/15/19,7/22/19,4,0.108
19161164,STATEN ISLAND,10306,7/16/19,7/22/19,0,0.197
19161115,BROOKLYN,11214,7/17/19,7/22/19,0,0.094
19160709,STATEN ISLAND,10314,7/17/19,7/23/19,3,0.12
19161099,QUEENS,11372,7/14/19,7/23/19,10,0.186
19161141,BROOKLYN,11218,7/16/19,7/23/19,9,0.109
19160834,BROOKLYN,11215,7/18/19,7/23/19,2,0.135
19161095,QUEENS,11385,7/11/19,7/24/19,1,0.097
19160863,BROOKLYN,11213,7/19/19,7/24/19,0,0.164
19160881,BRONX,10463,7/23/19,7/24/19,3,0.117
19160794,BROOKLYN,11214,7/21/19,7/24/19,4,0.124
19161104,QUEENS,11375,7/19/19,7/24/19,5,0.114
19160889,BROOKLYN,11216,7/19/19,7/24/19,6,0.143
19160769,STATEN ISLAND,10312,7/20/19,7/24/19,0,0.031
19160806,QUEENS,11358,7/21/19,7/24/19,17,0.042
19161063,STATEN ISLAND,10314,7/24/19,7/25/19,1,0.159
19160763,QUEENS,11420,7/23/19,7/25/19,2,0.115
19160787,BROOKLYN,11204,7/25/19,7/29/19,0,0.104
19160782,BROOKLYN,11217,7/24/19,7/29/19,0,0.104
19161130,STATEN ISLAND,10309,7/21/19,7/29/19,0,0.129
19160941,BROOKLYN,11210,7/22/19,7/30/19,13,0.163
19160989,BROOKLYN,11230,7/27/19,7/30/19,2,0.154
19161071,STATEN ISLAND,10306,7/27/19,7/30/19,0,0.162
19160720,STATEN ISLAND,10308,7/25/19,7/30/19,2,0.087
19161206,QUEENS,11361,7/28/19,7/31/19,15,0.092
19160803,QUEENS,11385,7/23/19,7/31/19,11,0.025
19160993,QUEENS,11106,7/30/19,8/1/19,6,0.084
19160851,QUEENS,11375,7/29/19,8/1/19,12,0.14
19160801,QUEENS,11375,8/1/19,8/2/19,11,0.057
19160872,BROOKLYN,11238,8/1/19,8/2/19,7,0.126
19160972,STATEN ISLAND,10308,8/5/19,8/6/19,0,0.084
19161228,QUEENS,11417,8/3/19,8/6/19,3,0.105
19160804,QUEENS,11354,8/3/19,8/6/19,6,0.106
19161033,BRONX,10460,7/24/19,8/6/19,4,0.004
19160981,STATEN ISLAND,10309,8/2/19,8/6/19,0,0.07
19161142,BROOKLYN,11228,8/2/19,8/6/19,0,0.114
19161116,STATEN ISLAND,10306,8/5/19,8/7/19,2,0.051
19161147,QUEENS,11358,8/9/19,8/9/19,39,0.121
19160799,QUEENS,11101,8/1/19,8/9/19,1,0.164
19160876,STATEN ISLAND,10306,8/5/19,8/9/19,0,0.083
19161050,BROOKLYN,11216,8/2/19,8/9/19,5,0.25
19161031,STATEN ISLAND,10309,8/5/19,8/9/19,0,0.072
19160890,BROOKLYN,11231,8/10/19,8/12/19,4,0.133
19161229,STATEN ISLAND,10306,8/8/19,8/14/19,0,0.104
19161152,QUEENS,11364,8/9/19,8/14/19,3,0.125
19161029,STATEN ISLAND,10309,8/7/19,8/14/19,0,0.066
19160861,BROOKLYN,11212,8/13/19,8/14/19,1,0.105
19161214,QUEENS,11358,8/8/19,8/14/19,5,0.307
19161047,QUEENS,11379,8/10/19,8/14/19,2,0.18
19160960,QUEENS,11413,8/12/19,8/14/19,0,0.082
19160948,QUEENS,11358,8/12/19,8/15/19,5,0.13
19160797,BROOKLYN,11229,8/11/19,8/16/19,3,0.048
19160741,QUEENS,11101,8/16/19,8/19/19,5,0.158
19160932,BROOKLYN,11222,8/17/19,8/22/19,0,0.21
19160823,STATEN ISLAND,10312,8/21/19,8/22/19,22,0.084
19161146,BROOKLYN,11234,8/13/19,8/22/19,0,0.103
19160950,QUEENS,11432,8/19/19,8/22/19,2,0.142
19160788,BROOKLYN,11221,8/18/19,8/22/19,4,0.297
19160920,QUEENS,11375,8/13/19,8/22/19,4,0.169
19161048,QUEENS,11372,8/14/19,8/22/19,4,0.08
19160754,QUEENS,11360,8/17/19,8/22/19,3,0.091
19161107,QUEENS,11415,8/20/19,8/22/19,380,0.18
19161216,QUEENS,11358,8/17/19,8/22/19,4,0.152
19161198,BROOKLYN,11209,8/21/19,8/23/19,7,0.099
19160824,STATEN ISLAND,10312,8/22/19,8/23/19,0,0.016
19160866,BROOKLYN,11226,8/23/19,8/27/19,4,0.156
19160924,STATEN ISLAND,10312,8/29/19,8/30/19,0,0.035
19160790,BROOKLYN,11230,8/26/19,9/3/19,6,0.055
19161120,STATEN ISLAND,10314,8/30/19,9/4/19,1,0.13
19161127,STATEN ISLAND,10308,8/29/19,9/4/19,0,0.081
19161072,STATEN ISLAND,10312,9/6/19,9/10/19,0,0.052
19160966,BROOKLYN,11217,9/10/19,9/12/19,7,0.186
19160765,STATEN ISLAND,10314,9/3/19,9/12/19,2,0.27
19160802,QUEENS,11378,9/5/19,9/12/19,1,0.38
19160821,STATEN ISLAND,10308,9/9/19,9/16/19,0,0.097
19160795,BROOKLYN,11230,9/15/19,9/18/19,5,0.05
19160988,BROOKLYN,11226,9/7/19,9/18/19,11,0.116
19161204,BROOKLYN,11228,9/16/19,9/18/19,9,0.144
19160856,QUEENS,11427,9/15/19,9/18/19,19,0.191
19160868,STATEN ISLAND,10314,9/19/19,9/26/19,0,0.097
19160713,STATEN ISLAND,10314,9/25/19,9/27/19,0,0.077
19160967,STATEN ISLAND,10314,9/24/19,9/27/19,1,0.2
19161103,QUEENS,11432,9/23/19,9/30/19,0,0.073
19160917,QUEENS,11434,9/26/19,9/30/19,3,0.042
19160781,BROOKLYN,11220,9/23/19,9/30/19,2,0.162
19161100,QUEENS,11374,9/24/19,9/30/19,10,0.092
19161195,BROOKLYN,11236,9/26/19,9/30/19,5,0.139
19160750,QUEENS,11385,9/24/19,9/30/19,4,0.021
19161030,STATEN ISLAND,10309,9/30/19,10/1/19,0,0.085
19160759,QUEENS,11412,9/23/19,10/1/19,2,0.068
19161170,STATEN ISLAND,10308,9/30/19,10/1/19,1,0.072
19160735,BROOKLYN,11218,9/28/19,10/4/19,5,0.09
19160915,STATEN ISLAND,10310,9/30/19,10/4/19,3,0.111
19161019,STATEN ISLAND,10308,9/30/19,10/4/19,0,0.019
19161160,5,10314,9/30/19,10/11/19,28,0.198
